Ensembl_Gene_ID	Chromosome_Name	Gene_Start_bp	Gene_End_bp	HGNC_ID	HGNC_symbol
ENSG00000181800	10	11316834	11319884	HGNC:23515	CELF2-AS1
ENSG00000169224	1	247507058	247577690	HGNC:29583	GCSAML
ENSG00000148288	9	133152948	133163945	HGNC:20460	GBGT1
ENSG00000186815	12	113221050	113298585	HGNC:18182	TPCN1
ENSG00000275674	15	90266317	90314499		
ENSG00000229336	21	19739709	19740150		
ENSG00000120949	1	12063377	12144207	HGNC:11923	TNFRSF8
ENSG00000258080	14	19688261	19691194	HGNC:43941	ARHGAP42P4
ENSG00000234147	6	140845958	140852924		
ENSG00000165794	14	20999255	21001871	HGNC:17127	SLC39A2
ENSG00000272825	21	44936303	44936954		
ENSG00000259362	15	77525540	77534110		
ENSG00000147206	X	103075810	103093125	HGNC:8073	NXF3
ENSG00000223975	21	43465309	43467298		
ENSG00000253859	8	81439436	81521818		
ENSG00000151458	4	124664052	124712732	HGNC:29223	ANKRD50
ENSG00000234799	CHR_HSCHR6_MHC_SSTO_CTG1	30341338	30341472	HGNC:19406	HLA-N
ENSG00000227946	2	206084605	206086564		
ENSG00000164093	4	110617423	110642123	HGNC:9005	PITX2
ENSG00000079819	6	130839347	131063322	HGNC:3379	EPB41L2
ENSG00000256081	14	21585290	21586280		
ENSG00000228812	20	62352995	62356480		
ENSG00000123338	12	54497711	54548238	HGNC:4862	NCKAP1L
ENSG00000180210	11	46719180	46739506	HGNC:3535	F2
ENSG00000171223	19	12791496	12793315	HGNC:6205	JUNB
ENSG00000250230	11	61588494	61607550		
ENSG00000250694	5	24352309	24353443		
ENSG00000135913	2	218450251	218568361	HGNC:20063	USP37
ENSG00000237100	CHR_HSCHR6_MHC_SSTO_CTG1	30639263	30645325	HGNC:21301	C6orf136
ENSG00000226197	9	13446491	13487511		
ENSG00000257065	6	143807092	143844617		
ENSG00000271421	X	111930735	111931092		
ENSG00000152582	5	35617844	35814611	HGNC:26293	SPEF2
ENSG00000231461	6	33091753	33097295	HGNC:4939	HLA-DPA2
ENSG00000261636	16	25419814	25424169		
ENSG00000275628	9	60918581	60927822		
ENSG00000224846	6	2989722	2999134		
ENSG00000232529	6	155380511	155381183		
ENSG00000270890	6	143858062	143858689		
ENSG00000090889	X	70290090	70420832	HGNC:13339	KIF4A
ENSG00000248120	5	40967505	40967763		
ENSG00000273434	12	48417150	48417337	HGNC:31317	OR8S21P
ENSG00000204025	X	111876051	111903990	HGNC:40593	TRPC5OS
ENSG00000177628	1	155234452	155244699	HGNC:4177	GBA
ENSG00000241105	8	70506251	70506818		
ENSG00000144741	3	66133610	66388116	HGNC:20661	SLC25A26
ENSG00000273760	10	47970043	47973496		
ENSG00000070047	11	576486	612222	HGNC:24351	PHRF1
ENSG00000226860	2	82609652	82609977		
ENSG00000170323	8	81478419	81483263	HGNC:3559	FABP4
ENSG00000223749	X	134543337	134546632	HGNC:28258	MIR503HG
ENSG00000183250	21	44932814	44939913	HGNC:15707	C21orf67
ENSG00000250162	5	98833382	98833711	HGNC:38669	CSNK1A1P3
ENSG00000226819	2	66426735	66433470	HGNC:40369	MEIS1-AS3
ENSG00000278744	6	134009033	134009218		
ENSG00000234036	4	76958860	76959169	HGNC:49486	TXNP6
ENSG00000259587	15	35008469	35011191		
ENSG00000134905	13	110641412	110713603	HGNC:25695	CARS2
ENSG00000267424	19	12825711	12832983		
ENSG00000135521	6	143843344	143863812	HGNC:21173	LTV1
ENSG00000226700	2	82814984	82815516	HGNC:42212	MTND4P25
ENSG00000219445	7	125229579	125264291		
ENSG00000228045	22	17518676	17519029	HGNC:39342	DNAJA1P6
ENSG00000254641	11	6608667	6610135		
ENSG00000164299	5	80319625	80321842	HGNC:30721	SPZ1
ENSG00000244640	3	68633706	68634356		
ENSG00000235877	CHR_HSCHR6_MHC_SSTO_CTG1	30349200	30349833	HGNC:31336	HCG19P
ENSG00000260690	16	25454339	25454647	HGNC:24412	CYCSP39
ENSG00000144395	2	196639554	196763490	HGNC:26834	CCDC150
ENSG00000139053	12	14973022	14981865	HGNC:8790	PDE6H
ENSG00000263369	17	32106330	32114125		
ENSG00000232305	22	17424388	17424775	HGNC:19257	CLCP1
ENSG00000170421	12	52897187	52949954	HGNC:6446	KRT8
ENSG00000156222	15	84884654	84945796	HGNC:11001	SLC28A1
ENSG00000267576	19	11322156	11324195		
ENSG00000171530	5	77691166	77868780	HGNC:11579	TBCA
ENSG00000081277	1	201283452	201332993	HGNC:9023	PKP1
ENSG00000270562	3	71584943	71587409		
ENSG00000229492	22	17418697	17419828		
ENSG00000104131	15	44537057	44563029	HGNC:3270	EIF3J
ENSG00000188921	9	20999515	21031636	HGNC:20920	PTPLAD2
ENSG00000276850	10	47908064	47991850		
ENSG00000235391	CHR_HSCHR6_MHC_DBB_CTG1	32507110	32508241		
ENSG00000119688	14	74285423	74303056	HGNC:68	ABCD4
ENSG00000244203	3	71289769	71305853	HGNC:41942	FOXP1-AS1
ENSG00000138385	2	169791933	169812064	HGNC:11316	SSB
ENSG00000203697	1	223538007	223665734	HGNC:1485	CAPN8
ENSG00000078246	12	2877223	2941140	HGNC:12425	TULP3
ENSG00000124201	20	49237946	49278426	HGNC:29271	ZNFX1
ENSG00000057252	1	179293714	179358680	HGNC:11177	SOAT1
ENSG00000236091	X	134949549	134953382		
ENSG00000164024	4	98995620	99062813	HGNC:15789	METAP1
ENSG00000196724	19	57921884	57935393	HGNC:20647	ZNF418
ENSG00000265574	17	32111562	32112590	HGNC:26605	WDR45BP1
ENSG00000196542	3	161344792	161372880	HGNC:24045	SPTSSB
ENSG00000228665	1	109030067	109030319		
ENSG00000101265	20	4780023	4823645	HGNC:9883	RASSF2
ENSG00000226944	1	6204840	6205780		
ENSG00000083896	4	68310387	68350089	HGNC:30626	YTHDC1
ENSG00000259488	15	48312353	48331856		
ENSG00000152127	2	134119983	134454621	HGNC:7049	MGAT5
ENSG00000243483	3	113041390	113041814		
ENSG00000274612	19	20087013	20087576		
ENSG00000274387	3	71567863	71571112		
ENSG00000275002	14	31964550	31965095		
ENSG00000269307	19	17267418	17282966		
ENSG00000106331	7	127610292	127615928	HGNC:8618	PAX4
ENSG00000226905	2	106963193	106963674		
ENSG00000269489	1	151798054	151798602		
ENSG00000168256	17	42011382	42025644	HGNC:17898	NKIRAS2
ENSG00000135077	5	157085832	157142869	HGNC:18437	HAVCR2
ENSG00000274508	16	55425574	55426130		
ENSG00000143207	1	175944831	176207493	HGNC:17440	RFWD2
ENSG00000228657	10	102572757	102573225		
ENSG00000179038	11	67195569	67197167		
ENSG00000249372	5	78222184	78222517	HGNC:37673	ATP6V1G1P6
ENSG00000173093	12	110846769	110907535	HGNC:26669	CCDC63
ENSG00000173093	12	110846769	110907535	HGNC:30417	SH2B1
ENSG00000183643	15	92471654	92501117	HGNC:26549	C15orf32
ENSG00000248629	4	156841359	156842236		
ENSG00000242162	7	129066021	129066462		
ENSG00000261338	2	218255319	218257366		
ENSG00000137841	15	40278176	40307935	HGNC:9055	PLCB2
ENSG00000104889	19	12806580	12813638	HGNC:18518	RNASEH2A
ENSG00000246203	1	155614726	155660245		
ENSG00000227827	16	16356224	16377507		
ENSG00000178372	10	5498697	5499555	HGNC:18180	CALML5
ENSG00000228938	10	89978717	89979070	HGNC:31459	SNRPD2P1
ENSG00000277511	17	32127595	32128454		
ENSG00000226259	5	70415352	70448015	HGNC:31393	GTF2H2B
ENSG00000244619	1	145892847	145893483		
ENSG00000214681	3	51873721	51875584	HGNC:35159	IQCF5
ENSG00000253873	5	141421047	141512979	HGNC:8698	PCDHGA11
ENSG00000078596	X	79360384	79367667	HGNC:6173	ITM2A
ENSG00000274395	12	107835541	107836555		
ENSG00000241102	7	129095301	129095811		
ENSG00000154914	17	9644698	9729691	HGNC:20072	USP43
ENSG00000154914	17	9644698	9729691	HGNC:7728	NEDD4L
ENSG00000231375	Y	24049878	24051487	HGNC:23861	CDY17P
ENSG00000264093	17	67276118	67276351		
ENSG00000254400	11	6603642	6604420		
ENSG00000170128	1	200873038	200874123	HGNC:4480	GPR25
ENSG00000254505	14	24209583	24213869	HGNC:20274	CHMP4A
ENSG00000114857	3	42600614	42648741	HGNC:7833	NKTR
ENSG00000245330	8	119867419	119874488		
ENSG00000099994	22	24181259	24189110	HGNC:30667	SUSD2
ENSG00000274341	17	32408013	32408309		
ENSG00000270614	19	9348106	9348703		
ENSG00000213822	19	51478622	51490952	HGNC:31949	CEACAM18
ENSG00000237467	Y	24077799	24079812	HGNC:38779	USP9YP35
ENSG00000261291	16	53168522	53169450		
ENSG00000277585	CHR_HSCHR3_1_CTG3	195746769	195819087		
ENSG00000112936	5	40909252	40982939	HGNC:1346	C7
ENSG00000267421	19	56536156	56538575		
ENSG00000230749	2	66439088	66441836	HGNC:40370	MEIS1-AS2
ENSG00000261578	11	76800364	76804555		
ENSG00000258851	14	103553421	103561877		
ENSG00000278668	17	32410159	32410746		
ENSG00000231507	1	203287152	203288801	HGNC:50580	LINC01353
ENSG00000004975	17	7225341	7234545	HGNC:3086	DVL2
ENSG00000183172	22	42079691	42084284	HGNC:25055	SMDT1
ENSG00000230441	CHR_HSCHR6_MHC_SSTO_CTG1	30353022	30354190	HGNC:21633	UBQLN1P1
ENSG00000103723	15	82659281	82709914	HGNC:567	AP3B2
ENSG00000230882	7	76071469	76074963		
ENSG00000270108	14	103687576	103688127		
ENSG00000274525	5	181291673	181295572		
ENSG00000173898	11	66685248	66729226	HGNC:11276	SPTBN2
ENSG00000274446	18	94202	94330		
ENSG00000137634	11	114570591	114595762	HGNC:23117	NXPE4
ENSG00000227271	10	75269392	75269545	HGNC:37002	RPL39P25
ENSG00000272865	1	242147514	242209129		
ENSG00000130202	19	44846175	44889228	HGNC:9707	PVRL2
ENSG00000250831	5	89466537	89470039		
ENSG00000213453	2	27392784	27393367	HGNC:3990	FTH1P3
ENSG00000172000	19	2867335	2883445	HGNC:25669	ZNF556
ENSG00000273498	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54789862	54800938	HGNC:6332	KIR2DL4
ENSG00000256403	11	72410716	72412079		
ENSG00000134363	5	53480409	53487134	HGNC:3971	FST
ENSG00000147457	8	23243637	23262000	HGNC:28439	CHMP7
ENSG00000237073	9	113570190	113590019		
ENSG00000233240	CHR_HSCHR6_MHC_DBB_CTG1	32504263	32523409		
ENSG00000272829	22	20981361	20981755		
ENSG00000196436	16	74377878	74392080	HGNC:34409	NPIPB15
ENSG00000255672	11	72354516	72363555		
ENSG00000226686	19	37251912	37265535		
ENSG00000259464	15	101562536	101562974	HGNC:49833	SNRPCP18
ENSG00000224525	1	242203555	242210827		
ENSG00000226684	6	97283303	97310048		
ENSG00000158286	1	6205475	6221299	HGNC:32947	RNF207
ENSG00000163820	3	45917899	45995824	HGNC:14673	FYCO1
ENSG00000197930	14	52639916	52695900	HGNC:13280	ERO1L
ENSG00000243977	3	179649494	179650200		
ENSG00000137288	6	33694293	33711727	HGNC:21237	UQCC2
ENSG00000106537	7	16753535	16784536	HGNC:21643	TSPAN13
ENSG00000250825	15	96441566	96442313	HGNC:42459	PGAM1P12
ENSG00000142494	17	19495385	19579034	HGNC:25588	SLC47A1
ENSG00000256356	12	4097451	4099519	HGNC:44920	HSPA8P5
ENSG00000271184	12	125900421	125901483		
ENSG00000174576	11	66421004	66426707	HGNC:18983	NPAS4
ENSG00000259312	15	96438570	96444266		
ENSG00000165283	9	35099776	35103195	HGNC:14559	STOML2
ENSG00000233791	1	203298758	203305309	HGNC:49452	LINC01136
ENSG00000178814	8	144051266	144063832	HGNC:8149	OPLAH
ENSG00000142864	1	67407810	67430415	HGNC:17860	SERBP1
ENSG00000232581	7	6578565	6588974		
ENSG00000166391	11	75717819	75732958	HGNC:23248	MOGAT2
ENSG00000278255	12	2217462	2217920		
ENSG00000166856	12	56994446	56996684	HGNC:13708	GPR182
ENSG00000274437	CHR_HSCHR22_1_CTG7	23834505	23839012		
ENSG00000166170	14	103556544	103562831	HGNC:941	BAG5
ENSG00000063438	5	304176	438291	HGNC:346	AHRR
ENSG00000111913	6	24797373	25042168	HGNC:13872	FAM65B
ENSG00000256769	12	2603350	2607440	HGNC:40117	CACNA1C-AS3
ENSG00000238035	5	181306502	181324685		
ENSG00000180229	15	20379495	20506180	HGNC:4871	HERC2P3
ENSG00000270098	4	71434405	71437924	HGNC:44241	LDHAL6EP
ENSG00000251642	4	38286994	38287491		
ENSG00000172071	2	88556741	88627576	HGNC:3255	EIF2AK3
ENSG00000270859	1	242671140	242671576		
ENSG00000229494	2	78088730	78127806		
ENSG00000241280	3	101960358	101997926		
ENSG00000237212	9	96095211	96101912		
ENSG00000068971	11	64917553	64934473	HGNC:9310	PPP2R5B
ENSG00000162598	1	59987269	60073770	HGNC:28547	C1orf87
ENSG00000234071	7	125344969	125345377		
ENSG00000267140	18	35443871	35497940		
ENSG00000224023	10	125700436	125719566		
ENSG00000229326	2	119698623	119700151		
ENSG00000228819	X	132130091	132131352		
ENSG00000249641	12	53935328	53939643	HGNC:43753	HOXC13-AS
ENSG00000214407	3	101940859	101997926		
ENSG00000205678	4	64275257	64409468	HGNC:27365	TECRL
ENSG00000230004	CHR_HSCHR6_MHC_COX_CTG1	28897348	28898138	HGNC:18323	HCG14
ENSG00000272040	5	75608817	75609983		
ENSG00000237247	19	7030577	7033011	HGNC:37204	MBD3L5
ENSG00000224460	6	142946047	142956698		
ENSG00000104883	19	7476875	7497449	HGNC:20208	PEX11G
ENSG00000258442	12	56996259	56998441		
ENSG00000159450	1	152106317	152115454	HGNC:11791	TCHH
ENSG00000269958	14	103696353	103697163		
ENSG00000224314	X	117399452	117400081		
ENSG00000232618	6	142950211	142956646		
ENSG00000137145	9	19230435	19373545	HGNC:26079	DENND4C
ENSG00000206082	19	198656	246515	HGNC:38538	LINC01002
ENSG00000227351	10	99788564	99789410	HGNC:23104	NANOGP6
ENSG00000158793	1	161118086	161125445	HGNC:7828	NIT1
ENSG00000130177	13	114234887	114272723	HGNC:1720	CDC16
ENSG00000246627	12	2676001	2691200	HGNC:40119	CACNA1C-AS1
ENSG00000138758	4	76949703	77040384	HGNC:25589	SEPT11
ENSG00000269972	22	30977516	30977858		
ENSG00000115241	2	27381194	27409687	HGNC:9278	PPM1G
ENSG00000237764	7	125172218	125379321		
ENSG00000110700	11	17074389	17077787	HGNC:10386	RPS13
ENSG00000267100	19	10651862	10653844	HGNC:27115	ILF3-AS1
ENSG00000269987	22	30976515	30978848		
ENSG00000229515	3	46142358	46143677	HGNC:44609	FLT1P1
ENSG00000237264	8	81521682	81522232	HGNC:3981	FTH1P11
ENSG00000224546	9	96146007	96147856	HGNC:37936	EIF4BP3
ENSG00000074621	15	65611366	65660995	HGNC:10975	SLC24A1
ENSG00000215483	13	40450934	40535807	HGNC:42770	LINC00598
ENSG00000087077	7	100867138	100873454	HGNC:12311	TRIP6
ENSG00000145545	5	6633343	6669562	HGNC:11284	SRD5A1
ENSG00000237014	X	73237647	73238709		
ENSG00000274959	7	75281267	75287118		
ENSG00000221818	8	25841730	26045397	HGNC:19090	EBF2
ENSG00000085760	2	55236595	55269347	HGNC:7441	MTIF2
ENSG00000123364	12	53938765	53946544	HGNC:5125	HOXC13
ENSG00000236017	X	1401769	1414028	HGNC:25811	ASMTL-AS1
ENSG00000205186	8	81458341	81461579	HGNC:3563	FABP9
ENSG00000077044	2	233354507	233472104	HGNC:2851	DGKD
ENSG00000113100	5	26880600	27121150	HGNC:1768	CDH9
ENSG00000224490	2	165933857	165949891	HGNC:41115	TTC21B-AS1
ENSG00000130167	19	11296139	11326996	HGNC:30725	TSPAN16
ENSG00000087586	20	56369389	56392337	HGNC:11393	AURKA
ENSG00000136643	1	213051233	213274773	HGNC:10439	RPS6KC1
ENSG00000007968	1	23506430	23531220	HGNC:3114	E2F2
ENSG00000253731	5	141373914	141512979	HGNC:8704	PCDHGA6
ENSG00000265927	17	73831572	73836019		
ENSG00000249092	5	42892319	42892817		
ENSG00000261364	3	109176438	109177365		
ENSG00000248227	4	38366914	38385759		
ENSG00000266976	19	28606688	28615229		
ENSG00000231444	CHR_HSCHR6_MHC_MANN_CTG1	30911634	30920567	HGNC:28694	DDR1-AS1
ENSG00000266765	17	73894749	73911878		
ENSG00000259620	15	86938797	86988426		
ENSG00000182931	20	45684653	45705019	HGNC:20479	WFDC10B
ENSG00000267423	19	28509238	28518728		
ENSG00000227785	7	85636013	85636344		
ENSG00000154582	8	73939169	73972287	HGNC:11617	TCEB1
ENSG00000254724	8	12703066	12704056	HGNC:8381	OR7E10P
ENSG00000259585	15	35298249	35299440	HGNC:50369	RBM17P4
ENSG00000260810	14	91258299	91259003		
ENSG00000254609	16	14727282	14733347		
ENSG00000271985	10	79526508	79526631		
ENSG00000267583	18	35443869	35467088		
ENSG00000265142	18	21825487	21831410	HGNC:49594	MIR133A1HG
ENSG00000266357	17	74043452	74154212		
ENSG00000105245	19	40665905	40690972	HGNC:8061	NUMBL
ENSG00000241506	3	68635705	68637024	HGNC:30147	PSMC1P1
ENSG00000260675	16	17094351	17094927		
ENSG00000236056	21	29222321	29223257	HGNC:4160	GAPDHP14
ENSG00000150269	11	56462469	56463401	HGNC:15294	OR5M9
ENSG00000227845	9	125372325	125372766		
ENSG00000261757	5	142703782	142705421		
ENSG00000255018	11	13152200	13152348		
ENSG00000117090	1	160608100	160647295	HGNC:10903	SLAMF1
ENSG00000264717	10	47918739	47923524		
ENSG00000257264	16	14901499	14902174	HGNC:38353	MIR3179-1
ENSG00000261281	15	72682266	72682904		
ENSG00000256500	14	103562962	103685924		
ENSG00000263622	18	65917782	65920942		
ENSG00000232075	10	63634317	63634827	HGNC:29706	MRPL35P2
ENSG00000077684	4	128809623	128875224	HGNC:30027	JADE1
ENSG00000253352	22	30970677	30979395	HGNC:26066	TUG1
ENSG00000230617	7	83424880	83425002		
ENSG00000115808	2	36843640	36966472	HGNC:11424	STRN
ENSG00000249395	8	75223404	75324741	HGNC:48906	CASC9
ENSG00000229802	CHR_HSCHR6_MHC_DBB_CTG1	33178351	33182345	HGNC:4927	SLC39A7
ENSG00000272902	2	101151660	101155412		
ENSG00000099810	9	21802543	21937651	HGNC:7413	MTAP
ENSG00000215800	1	242772620	242773103	HGNC:37884	RSL24D1P4
ENSG00000183019	19	7676628	7679826	HGNC:27291	MCEMP1
ENSG00000226349	1	225710968	225736274		
ENSG00000100453	14	24630954	24634267	HGNC:4709	GZMB
ENSG00000266992	17	59976009	60002384	HGNC:20687	DHX40P1
ENSG00000259031	14	100538939	100540409		
ENSG00000186743	6	116038756	116039495	HGNC:38070	TPI1P3
ENSG00000166337	11	6606296	6612667	HGNC:11543	TAF10
ENSG00000264685	18	66068750	66069647	HGNC:23182	PRPF19P1
ENSG00000230832	1	147082338	147083578		
ENSG00000215263	2	42532766	42533442		
ENSG00000235740	6	143554325	143562031		
ENSG00000250494	8	53162339	53162987		
ENSG00000231770	3	194584011	194590260	HGNC:44272	TMEM44-AS1
ENSG00000143127	1	145891208	145910189	HGNC:6135	ITGA10
ENSG00000171552	20	31664452	31723989	HGNC:992	BCL2L1
ENSG00000243711	15	78863247	78863729	HGNC:36101	RPL21P116
ENSG00000231412	19	43329295	43331430		
ENSG00000112333	6	108166058	108188809	HGNC:7973	NR2E1
ENSG00000233871	10	77927372	77929824	HGNC:45109	DLG5-AS1
ENSG00000243479	7	157010805	157016426	HGNC:48954	MNX1-AS1
ENSG00000156471	8	96261715	96336995	HGNC:9587	PTDSS1
ENSG00000240463	14	34568689	34569129	HGNC:23560	RPS19P3
ENSG00000274916	9	60927098	60927491		
ENSG00000130255	19	5674947	5691876	HGNC:13631	RPL36
ENSG00000225603	1	147050817	147052481		
ENSG00000224940	7	128350325	128361685	HGNC:37280	PRRT4
ENSG00000181227	1	75743423	75744776		
ENSG00000248236	5	99594329	99594740		
ENSG00000233940	1	35053468	35059271		
ENSG00000122952	10	56357228	56361275	HGNC:13195	ZWINT
ENSG00000264488	17	40803744	40809296		
ENSG00000259135	14	34556774	34561298		
ENSG00000230825	7	7255154	7277779		
ENSG00000181690	8	56160904	56211324	HGNC:9045	PLAG1
ENSG00000253229	8	75302296	75302574	HGNC:43001	HIGD1AP6
ENSG00000248928	5	99594880	99595297		
ENSG00000133028	17	10672474	10698375	HGNC:10603	SCO1
ENSG00000215197	X	54671985	54672638	HGNC:42465	PGAM4P1
ENSG00000278332	6	27510501	27510694		
ENSG00000224533	X	155466540	155611616	HGNC:44261	TMLHE-AS1
ENSG00000253845	8	43672823	43673075		
ENSG00000179921	2	218259496	218263859	HGNC:19680	GPBAR1
ENSG00000107882	10	102503987	102633535	HGNC:16466	SUFU
ENSG00000111261	12	12326056	12350541	HGNC:25505	MANSC1
ENSG00000101417	20	33702754	33720319	HGNC:15920	PXMP4
ENSG00000180787	17	5078248	5096374	HGNC:12861	ZFP3
ENSG00000095539	10	100969518	100985871	HGNC:10735	SEMA4G
ENSG00000242092	CHR_HSCHR6_MHC_APD_CTG1	32973881	32992379	HGNC:4935	HLA-DMB
ENSG00000131080	X	66595637	66639298	HGNC:17756	EDA2R
ENSG00000225781	7	143052320	143053347	HGNC:15090	OR6V1
ENSG00000254122	5	141417645	141512979	HGNC:8714	PCDHGB7
ENSG00000111816	6	115931149	116060758	HGNC:3955	FRK
ENSG00000270666	6	27515039	27515274		
ENSG00000130706	20	62302093	62308862	HGNC:15759	ADRM1
ENSG00000071564	19	1609290	1652605	HGNC:11633	TCF3
ENSG00000177432	4	88695915	88698235	HGNC:19968	NAP1L5
ENSG00000175414	5	176365468	176401865	HGNC:22042	ARL10
ENSG00000228487	9	127214035	127221907		
ENSG00000241003	8	94688228	94688610		
ENSG00000165240	X	77910656	78050395	HGNC:869	ATP7A
ENSG00000128590	7	108569568	108574850	HGNC:6968	DNAJB9
ENSG00000269910	14	103694516	103695050		
ENSG00000184675	X	64185117	64205744	HGNC:26837	AMER1
ENSG00000251163	5	42897262	42897832		
ENSG00000269940	14	103694560	103695170		
ENSG00000253796	8	108895029	109063417		
ENSG00000231841	4	152927446	152928207		
ENSG00000228172	1	25816749	25820797		
ENSG00000142025	19	41844743	41852333	HGNC:13911	DMRTC2
ENSG00000152266	11	13492055	13496181	HGNC:9606	PTH
ENSG00000215440	20	58689131	58719238	HGNC:16244	NPEPL1
ENSG00000249910	11	48945694	48951895	HGNC:43968	TRIM51CP
ENSG00000258795	14	98497132	98514798		
ENSG00000246451	14	103682362	103684015		
ENSG00000168634	20	45702016	45708817	HGNC:16131	WFDC13
ENSG00000258448	14	73068108	73068618		
ENSG00000232768	1	31050872	31051034		
ENSG00000234539	CHR_HSCHR6_MHC_COX_CTG1	32063716	32076703	HGNC:2349	ATF6B
ENSG00000273668	9	66017643	66017868		
ENSG00000225239	13	110762674	110763133	HGNC:36313	RPL21P107
ENSG00000134744	1	52408282	52553487	HGNC:28981	ZCCHC11
ENSG00000241863	CHR_HSCHR6_MHC_COX_CTG1	30334931	30336684	HGNC:21300	RPP21
ENSG00000211766	7	142796697	142796742	HGNC:12170	TRBJ2-2P
ENSG00000185973	X	155490115	155669944	HGNC:18308	TMLHE
ENSG00000274893	9	66014525	66020816		
ENSG00000273066	9	136799223	136810042		
ENSG00000249635	4	106003317	106022478		
ENSG00000128791	18	9334767	9402420	HGNC:12429	TWSG1
ENSG00000131096	17	43952738	44004469	HGNC:9748	PYY
ENSG00000260680	16	35420291	35421209		
ENSG00000250740	4	105927060	105932722		
ENSG00000109475	4	108620566	108630412	HGNC:10340	RPL34
ENSG00000124787	6	4994732	5004063	HGNC:20992	RPP40
ENSG00000130755	19	39328353	39342372	HGNC:4374	GMFG
ENSG00000172938	11	68980021	68980986	HGNC:29626	MRGPRD
ENSG00000226716	1	152122534	152125065		
ENSG00000136275	7	47795291	47819847	HGNC:21911	C7orf69
ENSG00000205644	5	65415353	65416222		
ENSG00000080572	X	107206632	107244243	HGNC:28570	PIH1D3
ENSG00000145780	5	115520908	115544894	HGNC:16933	FEM1C
ENSG00000234680	9	39016969	39039594	HGNC:33209	VN2R3P
ENSG00000233792	1	152124438	152125080	HGNC:20195	HDHD1P2
ENSG00000235754	CHR_HSCHR6_MHC_SSTO_CTG1	31643159	31648952	HGNC:13916	APOM
ENSG00000255346	15	68930525	69062743	HGNC:14874	NOX5
ENSG00000205309	17	17303335	17347663	HGNC:15769	NT5M
ENSG00000196937	7	121348851	121396364	HGNC:18664	FAM3C
ENSG00000248476	21	29351634	29361894	HGNC:40006	BACH1-IT1
ENSG00000196085	2	35219377	35219604		
ENSG00000105221	19	40230317	40285536	HGNC:392	AKT2
ENSG00000236712	7	7293508	7293880		
ENSG00000237329	1	31036734	31037240		
ENSG00000273464	21	29657406	29657831		
ENSG00000274193	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54789815	54800891	HGNC:6332	KIR2DL4
ENSG00000185823	15	24675868	24683393	HGNC:1190	NPAP1
ENSG00000141699	17	42579513	42610623	HGNC:27258	FAM134C
ENSG00000141699	17	42579513	42610623	HGNC:2584	CYLD
ENSG00000226134	13	97675011	97677963		
ENSG00000270352	10	63658074	63658521		
ENSG00000146066	5	176388747	176389771	HGNC:28311	HIGD2A
ENSG00000255117	11	29594918	29630664		
ENSG00000142173	21	46098097	46132849	HGNC:2212	COL6A2
ENSG00000011523	2	65056366	65087004	HGNC:29076	CEP68
ENSG00000250732	5	65251127	65251784	HGNC:44520	RPEP1
ENSG00000260624	15	73870950	73873366		
ENSG00000277447	18	3025069	3025387		
ENSG00000123171	13	51861981	51866232	HGNC:25303	CCDC70
ENSG00000136859	9	127087332	127122883	HGNC:490	ANGPTL2
ENSG00000120051	10	104353764	104455090	HGNC:26676	CCDC147
ENSG00000236764	4	96902801	96903050	HGNC:2290	COX7A2P2
ENSG00000188321	19	9323772	9351162	HGNC:28197	ZNF559
ENSG00000150990	12	124946825	124989122	HGNC:17210	DHX37
ENSG00000232821	7	19112474	19114271		
ENSG00000253913	22	22673152	22673602	HGNC:5909	IGLV3-26
ENSG00000229457	2	107254691	107365873		
ENSG00000206509	CHR_HSCHR6_MHC_QBL_CTG1	29720222	29735978	HGNC:4963	HLA-F
ENSG00000214359	13	50099331	50099868	HGNC:35957	RPL18P10
ENSG00000104371	8	42374068	42377232	HGNC:2894	DKK4
ENSG00000198225	6	63211446	63213024	HGNC:21376	FKBP1C
ENSG00000241035	14	21398925	21399282		
ENSG00000159388	1	203305491	203309602	HGNC:1131	BTG2
ENSG00000127989	7	91692008	91880720	HGNC:21463	MTERF
ENSG00000184724	21	30613431	30613930	HGNC:18931	KRTAP6-1
ENSG00000231377	CHR_HSCHR6_MHC_MCF_CTG1	30731576	30751521	HGNC:2739	DHX16
ENSG00000268434	19	45779437	45785973		
ENSG00000258870	14	21419620	21419960	HGNC:20160	EIF4EBP1P1
ENSG00000215853	1	152153595	152159228	HGNC:26809	RPTN
ENSG00000234293	21	29496047	29500386	HGNC:16455	BACH1-IT3
ENSG00000141034	17	18039292	18068404	HGNC:28453	GID4
ENSG00000171793	1	40979335	41012565	HGNC:2519	CTPS1
ENSG00000164494	6	107152557	107459564	HGNC:23041	PDSS2
ENSG00000263014	CHR_HSCHR1_3_CTG31	198534710	198552432	HGNC:18265	ATP6V1G3
ENSG00000250386	5	17625551	17625959		
ENSG00000230096	10	4415305	4426179		
ENSG00000240511	3	149099499	149099815	HGNC:45079	MED28P2
ENSG00000267225	18	57027832	57038845	HGNC:45131	WDR7-OT1
ENSG00000273253	22	50199090	50200547		
ENSG00000232118	21	29370019	29376339	HGNC:40008	BACH1-AS1
ENSG00000267455	18	11810406	11811484		
ENSG00000249002	4	119006032	119006401		
ENSG00000237664	21	45338590	45341990	HGNC:19723	LINC00316
